4.91525e-01,8.47458e-02,-1.00000e+00
4.91525e-01,1.18644e-01,-1.00000e+00
4.91525e-01,1.52542e-01,-1.00000e+00
4.91525e-01,1.86441e-01,-1.00000e+00
4.91525e-01,2.20339e-01,-1.00000e+00
4.91525e-01,2.54237e-01,-1.00000e+00
4.91525e-01,2.88136e-01,-1.00000e+00
4.91525e-01,3.22034e-01,-1.00000e+00
4.91525e-01,3.55932e-01,-1.00000e+00
4.91525e-01,3.89831e-01,-1.00000e+00
4.91525e-01,4.23729e-01,-1.00000e+00
4.91525e-01,4.57627e-01,-1.00000e+00
4.91525e-01,4.91525e-01,-1.00000e+00
4.91525e-01,5.25424e-01,-1.00000e+00
4.91525e-01,5.59322e-01,-1.00000e+00
4.91525e-01,5.93220e-01,-1.00000e+00
4.91525e-01,6.27119e-01,-1.00000e+00
4.91525e-01,6.61017e-01,-1.00000e+00
4.91525e-01,6.94915e-01,-1.00000e+00
4.91525e-01,7.28814e-01,-1.00000e+00
4.91525e-01,7.62712e-01,-1.00000e+00
4.91525e-01,7.96610e-01,-1.00000e+00
4.91525e-01,8.30508e-01,-1.00000e+00
4.91525e-01,8.64407e-01,-1.00000e+00
4.91525e-01,8.98305e-01,-1.00000e+00
4.91525e-01,9.32203e-01,-1.00000e+00
4.91525e-01,9.66102e-01,-1.00000e+00
4.91525e-01,1.00000e+00,-1.00000e+00
5.25424e-01,-1.00000e+00,-1.00000e+00
5.25424e-01,-9.66102e-01,-1.00000e+00
5.25424e-01,-9.32203e-01,-1.00000e+00
5.25424e-01,-8.98305e-01,-1.00000e+00
5.25424e-01,-8.64407e-01,-1.00000e+00
5.25424e-01,-8.30508e-01,-1.00000e+00
5.25424e-01,-7.96610e-01,-1.00000e+00
5.25424e-01,-7.62712e-01,-1.00000e+00
5.25424e-01,-7.28814e-01,-1.00000e+00
5.25424e-01,-6.94915e-01,-1.00000e+00
5.25424e-01,-6.61017e-01,-1.00000e+00
5.25424e-01,-6.27119e-01,-1.00000e+00
5.25424e-01,-5.93220e-01,-1.00000e+00
5.25424e-01,-5.59322e-01,-1.00000e+00
5.25424e-01,-5.25424e-01,-1.00000e+00
5.25424e-01,-4.91525e-01,-1.00000e+00
5.25424e-01,-4.57627e-01,-1.00000e+00
5.25424e-01,-4.23729e-01,-1.00000e+00
5.25424e-01,-3.89831e-01,-1.00000e+00
5.25424e-01,-3.55932e-01,-1.00000e+00
5.25424e-01,-3.22034e-01,-1.00000e+00
5.25424e-01,-2.88136e-01,-1.00000e+00
5.25424e-01,-2.54237e-01,-1.00000e+00
5.25424e-01,-2.20339e-01,-1.00000e+00
5.25424e-01,-1.86441e-01,-1.00000e+00
5.25424e-01,-1.52542e-01,-1.00000e+00
5.25424e-01,-1.18644e-01,-1.00000e+00
5.25424e-01,-8.47458e-02,-1.00000e+00
5.25424e-01,-5.08475e-02,-1.00000e+00
5.25424e-01,-1.69492e-02,-1.00000e+00
5.25424e-01,1.69492e-02,-1.00000e+00
5.25424e-01,5.08475e-02,-1.00000e+00
5.25424e-01,8.47458e-02,-1.00000e+00
5.25424e-01,1.18644e-01,-1.00000e+00
5.25424e-01,1.52542e-01,-1.00000e+00
5.25424e-01,1.86441e-01,-1.00000e+00
5.25424e-01,2.20339e-01,-1.00000e+00
5.25424e-01,2.54237e-01,-1.00000e+00
5.25424e-01,2.88136e-01,-1.00000e+00
5.25424e-01,3.22034e-01,-1.00000e+00
5.25424e-01,3.55932e-01,-1.00000e+00
5.25424e-01,3.89831e-01,-1.00000e+00
5.25424e-01,4.23729e-01,-1.00000e+00
5.25424e-01,4.57627e-01,-1.00000e+00
5.25424e-01,4.91525e-01,-1.00000e+00
5.25424e-01,5.25424e-01,-1.00000e+00
5.25424e-01,5.59322e-01,-1.00000e+00
5.25424e-01,5.93220e-01,-1.00000e+00
5.25424e-01,6.27119e-01,-1.00000e+00
5.25424e-01,6.61017e-01,-1.00000e+00
5.25424e-01,6.94915e-01,-1.00000e+00
5.25424e-01,7.28814e-01,-1.00000e+00
5.25424e-01,7.62712e-01,-1.00000e+00
5.25424e-01,7.96610e-01,-1.00000e+00
5.25424e-01,8.30508e-01,-1.00000e+00
5.25424e-01,8.64407e-01,-1.00000e+00
5.25424e-01,8.98305e-01,-1.00000e+00
5.25424e-01,9.32203e-01,-1.00000e+00
5.25424e-01,9.66102e-01,-1.00000e+00
5.25424e-01,1.00000e+00,-1.00000e+00
5.59322e-01,-1.00000e+00,-1.00000e+00
5.59322e-01,-9.66102e-01,-1.00000e+00
5.59322e-01,-9.32203e-01,-1.00000e+00
5.59322e-01,-8.98305e-01,-1.00000e+00
5.59322e-01,-8.64407e-01,-1.00000e+00
5.59322e-01,-8.30508e-01,-1.00000e+00
5.59322e-01,-7.96610e-01,-1.00000e+00
5.59322e-01,-7.62712e-01,-1.00000e+00
5.59322e-01,-7.28814e-01,-1.00000e+00
5.59322e-01,-6.94915e-01,-1.00000e+00
5.59322e-01,-6.61017e-01,-1.00000e+00
5.59322e-01,-6.27119e-01,-1.00000e+00
5.59322e-01,-5.93220e-01,-1.00000e+00
5.59322e-01,-5.59322e-01,-1.00000e+00
5.59322e-01,-5.25424e-01,-1.00000e+00
5.59322e-01,-4.91525e-01,-1.00000e+00
5.59322e-01,-4.57627e-01,-1.00000e+00
5.59322e-01,-4.23729e-01,-1.00000e+00
5.59322e-01,-3.89831e-01,-1.00000e+00
5.59322e-01,-3.55932e-01,-1.00000e+00
5.59322e-01,-3.22034e-01,-1.00000e+00
5.59322e-01,-2.88136e-01,-1.00000e+00
5.59322e-01,-2.54237e-01,-1.00000e+00
5.59322e-01,-2.20339e-01,-1.00000e+00
5.59322e-01,-1.86441e-01,-1.00000e+00
5.59322e-01,-1.52542e-01,-1.00000e+00
5.59322e-01,-1.18644e-01,-1.00000e+00
5.59322e-01,-8.47458e-02,-1.00000e+00
5.59322e-01,-5.08475e-02,-1.00000e+00
5.59322e-01,-1.69492e-02,-1.00000e+00
5.59322e-01,1.69492e-02,-1.00000e+00
5.59322e-01,5.08475e-02,-1.00000e+00
5.59322e-01,8.47458e-02,-1.00000e+00
5.59322e-01,1.18644e-01,-1.00000e+00
5.59322e-01,1.52542e-01,-1.00000e+00
5.59322e-01,1.86441e-01,-1.00000e+00
5.59322e-01,2.20339e-01,-1.00000e+00
5.59322e-01,2.54237e-01,-1.00000e+00
5.59322e-01,2.88136e-01,-1.00000e+00
5.59322e-01,3.22034e-01,-1.00000e+00
5.59322e-01,3.55932e-01,-1.00000e+00
5.59322e-01,3.89831e-01,-1.00000e+00
5.59322e-01,4.23729e-01,-1.00000e+00
5.59322e-01,4.57627e-01,-1.00000e+00
5.59322e-01,4.91525e-01,-1.00000e+00
5.59322e-01,5.25424e-01,-1.00000e+00
5.59322e-01,5.59322e-01,-1.00000e+00
5.59322e-01,5.93220e-01,-1.00000e+00
5.59322e-01,6.27119e-01,-1.00000e+00
5.59322e-01,6.61017e-01,-1.00000e+00
5.59322e-01,6.94915e-01,-1.00000e+00
5.59322e-01,7.28814e-01,-1.00000e+00
5.59322e-01,7.62712e-01,-1.00000e+00
5.59322e-01,7.96610e-01,-1.00000e+00
5.59322e-01,8.30508e-01,-1.00000e+00
5.59322e-01,8.64407e-01,-1.00000e+00
5.59322e-01,8.98305e-01,-1.00000e+00
5.59322e-01,9.32203e-01,-1.00000e+00
5.59322e-01,9.66102e-01,-1.00000e+00
5.59322e-01,1.00000e+00,-1.00000e+00
5.93220e-01,-1.00000e+00,-1.00000e+00
5.93220e-01,-9.66102e-01,-1.00000e+00
5.93220e-01,-9.32203e-01,-1.00000e+00
5.93220e-01,-8.98305e-01,-1.00000e+00
5.93220e-01,-8.64407e-01,-1.00000e+00
5.93220e-01,-8.30508e-01,-1.00000e+00
5.93220e-01,-7.96610e-01,-1.00000e+00
5.93220e-01,-7.62712e-01,-1.00000e+00
5.93220e-01,-7.28814e-01,-1.00000e+00
5.93220e-01,-6.94915e-01,-1.00000e+00
5.93220e-01,-6.61017e-01,-1.00000e+00
5.93220e-01,-6.27119e-01,-1.00000e+00
5.93220e-01,-5.93220e-01,-1.00000e+00
5.93220e-01,-5.59322e-01,-1.00000e+00
5.93220e-01,-5.25424e-01,-1.00000e+00
5.93220e-01,-4.91525e-01,-1.00000e+00
5.93220e-01,-4.57627e-01,-1.00000e+00
5.93220e-01,-4.23729e-01,-1.00000e+00
5.93220e-01,-3.89831e-01,-1.00000e+00
5.93220e-01,-3.55932e-01,-1.00000e+00
5.93220e-01,-3.22034e-01,-1.00000e+00
5.93220e-01,-2.88136e-01,-1.00000e+00
5.93220e-01,-2.54237e-01,-1.00000e+00
5.93220e-01,-2.20339e-01,-1.00000e+00
5.93220e-01,-1.86441e-01,-1.00000e+00
5.93220e-01,-1.52542e-01,-1.00000e+00
5.93220e-01,-1.18644e-01,-1.00000e+00
5.93220e-01,-8.47458e-02,-1.00000e+00
5.93220e-01,-5.08475e-02,-1.00000e+00
5.93220e-01,-1.69492e-02,-1.00000e+00
5.93220e-01,1.69492e-02,-1.00000e+00
5.93220e-01,5.08475e-02,-1.00000e+00
5.93220e-01,8.47458e-02,-1.00000e+00
5.93220e-01,1.18644e-01,-1.00000e+00
5.93220e-01,1.52542e-01,-1.00000e+00
5.93220e-01,1.86441e-01,-1.00000e+00
5.93220e-01,2.20339e-01,-1.00000e+00
5.93220e-01,2.54237e-01,-1.00000e+00
5.93220e-01,2.88136e-01,-1.00000e+00
5.93220e-01,3.22034e-01,-1.00000e+00
5.93220e-01,3.55932e-01,-1.00000e+00
5.93220e-01,3.89831e-01,-1.00000e+00
5.93220e-01,4.23729e-01,-1.00000e+00
5.93220e-01,4.57627e-01,-1.00000e+00
5.93220e-01,4.91525e-01,-1.00000e+00
5.93220e-01,5.25424e-01,-1.00000e+00
5.93220e-01,5.59322e-01,-1.00000e+00
5.93220e-01,5.93220e-01,-1.00000e+00
5.93220e-01,6.27119e-01,-1.00000e+00
5.93220e-01,6.61017e-01,-1.00000e+00
5.93220e-01,6.94915e-01,-1.00000e+00
5.93220e-01,7.28814e-01,-1.00000e+00
5.93220e-01,7.62712e-01,-1.00000e+00
5.93220e-01,7.96610e-01,-1.00000e+00
5.93220e-01,8.30508e-01,-1.00000e+00
5.93220e-01,8.64407e-01,-1.00000e+00
5.93220e-01,8.98305e-01,-1.00000e+00
5.93220e-01,9.32203e-01,-1.00000e+00
5.93220e-01,9.66102e-01,-1.00000e+00
5.93220e-01,1.00000e+00,-1.00000e+00
6.27119e-01,-1.00000e+00,-1.00000e+00
6.27119e-01,-9.66102e-01,-1.00000e+00
6.27119e-01,-9.32203e-01,-1.00000e+00
6.27119e-01,-8.98305e-01,-1.00000e+00
6.27119e-01,-8.64407e-01,-1.00000e+00
6.27119e-01,-8.30508e-01,-1.00000e+00
6.27119e-01,-7.96610e-01,-1.00000e+00
6.27119e-01,-7.62712e-01,-1.00000e+00
6.27119e-01,-7.28814e-01,-1.00000e+00
6.27119e-01,-6.94915e-01,-1.00000e+00
6.27119e-01,-6.61017e-01,-1.00000e+00
6.27119e-01,-6.27119e-01,-1.00000e+00
6.27119e-01,-5.93220e-01,-1.00000e+00
6.27119e-01,-5.59322e-01,-1.00000e+00
6.27119e-01,-5.25424e-01,-1.00000e+00
6.27119e-01,-4.91525e-01,-1.00000e+00
6.27119e-01,-4.57627e-01,-1.00000e+00
6.27119e-01,-4.23729e-01,-1.00000e+00
6.27119e-01,-3.89831e-01,-1.00000e+00
6.27119e-01,-3.55932e-01,-1.00000e+00
6.27119e-01,-3.22034e-01,-1.00000e+00
6.27119e-01,-2.88136e-01,-1.00000e+00
6.27119e-01,-2.54237e-01,-1.00000e+00
6.27119e-01,-2.20339e-01,-1.00000e+00
6.27119e-01,-1.86441e-01,-1.00000e+00
6.27119e-01,-1.52542e-01,-1.00000e+00
6.27119e-01,-1.18644e-01,-1.00000e+00
6.27119e-01,-8.47458e-02,-1.00000e+00
6.27119e-01,-5.08475e-02,-1.00000e+00
6.27119e-01,-1.69492e-02,-1.00000e+00
6.27119e-01,1.69492e-02,-1.00000e+00
6.27119e-01,5.08475e-02,-1.00000e+00
6.27119e-01,8.47458e-02,-1.00000e+00
6.27119e-01,1.18644e-01,-1.00000e+00
6.27119e-01,1.52542e-01,-1.00000e+00
6.27119e-01,1.86441e-01,-1.00000e+00
6.27119e-01,2.20339e-01,-1.00000e+00
6.27119e-01,2.54237e-01,-1.00000e+00
6.27119e-01,2.88136e-01,-1.00000e+00
6.27119e-01,3.22034e-01,-1.00000e+00
6.27119e-01,3.55932e-01,-1.00000e+00
6.27119e-01,3.89831e-01,-1.00000e+00
6.27119e-01,4.23729e-01,-1.00000e+00
6.27119e-01,4.57627e-01,-1.00000e+00
6.27119e-01,4.91525e-01,-1.00000e+00
6.27119e-01,5.25424e-01,-1.00000e+00
6.27119e-01,5.59322e-01,-1.00000e+00
6.27119e-01,5.93220e-01,-1.00000e+00
6.27119e-01,6.27119e-01,-1.00000e+00
6.27119e-01,6.61017e-01,-1.00000e+00
6.27119e-01,6.94915e-01,-1.00000e+00
6.27119e-01,7.28814e-01,-1.00000e+00
6.27119e-01,7.62712e-01,-1.00000e+00
6.27119e-01,7.96610e-01,-1.00000e+00
6.27119e-01,8.30508e-01,-1.00000e+00
6.27119e-01,8.64407e-01,-1.00000e+00
6.27119e-01,8.98305e-01,-1.00000e+00
6.27119e-01,9.32203e-01,-1.00000e+00
6.27119e-01,9.66102e-01,-1.00000e+00
6.27119e-01,1.00000e+00,-1.00000e+00
6.61017e-01,-1.00000e+00,-1.00000e+00
6.61017e-01,-9.66102e-01,-1.00000e+00
6.61017e-01,-9.32203e-01,-1.00000e+00
6.61017e-01,-8.98305e-01,-1.00000e+00
6.61017e-01,-8.64407e-01,-1.00000e+00
6.61017e-01,-8.30508e-01,-1.00000e+00
6.61017e-01,-7.96610e-01,-1.00000e+00
6.61017e-01,-7.62712e-01,-1.00000e+00
6.61017e-01,-7.28814e-01,-1.00000e+00
6.61017e-01,-6.94915e-01,-1.00000e+00
6.61017e-01,-6.61017e-01,-1.00000e+00
6.61017e-01,-6.27119e-01,-1.00000e+00
6.61017e-01,-5.93220e-01,-1.00000e+00
6.61017e-01,-5.59322e-01,-1.00000e+00
6.61017e-01,-5.25424e-01,-1.00000e+00
6.61017e-01,-4.91525e-01,-1.00000e+00
6.61017e-01,-4.57627e-01,-1.00000e+00
6.61017e-01,-4.23729e-01,-1.00000e+00
6.61017e-01,-3.89831e-01,-1.00000e+00
6.61017e-01,-3.55932e-01,-1.00000e+00
6.61017e-01,-3.22034e-01,-1.00000e+00
6.61017e-01,-2.88136e-01,-1.00000e+00
6.61017e-01,-2.54237e-01,-1.00000e+00
6.61017e-01,-2.20339e-01,-1.00000e+00
6.61017e-01,-1.86441e-01,-1.00000e+00
6.61017e-01,-1.52542e-01,-1.00000e+00
6.61017e-01,-1.18644e-01,-1.00000e+00
6.61017e-01,-8.47458e-02,-1.00000e+00
6.61017e-01,-5.08475e-02,-1.00000e+00
6.61017e-01,-1.69492e-02,-1.00000e+00
6.61017e-01,1.69492e-02,-1.00000e+00
6.61017e-01,5.08475e-02,-1.00000e+00
6.61017e-01,8.47458e-02,-1.00000e+00
6.61017e-01,1.18644e-01,-1.00000e+00
6.61017e-01,1.52542e-01,-1.00000e+00
6.61017e-01,1.86441e-01,-1.00000e+00
6.61017e-01,2.20339e-01,-1.00000e+00
6.61017e-01,2.54237e-01,-1.00000e+00
6.61017e-01,2.88136e-01,-1.00000e+00
6.61017e-01,3.22034e-01,-1.00000e+00
6.61017e-01,3.55932e-01,-1.00000e+00
6.61017e-01,3.89831e-01,-1.00000e+00
6.61017e-01,4.23729e-01,-1.00000e+00
6.61017e-01,4.57627e-01,-1.00000e+00
6.61017e-01,4.91525e-01,-1.00000e+00
6.61017e-01,5.25424e-01,-1.00000e+00
6.61017e-01,5.59322e-01,-1.00000e+00
6.61017e-01,5.93220e-01,-1.00000e+00
6.61017e-01,6.27119e-01,-1.00000e+00
6.61017e-01,6.61017e-01,-1.00000e+00
6.61017e-01,6.94915e-01,-1.00000e+00
6.61017e-01,7.28814e-01,-1.00000e+00
6.61017e-01,7.62712e-01,-1.00000e+00
6.61017e-01,7.96610e-01,-1.00000e+00
6.61017e-01,8.30508e-01,-1.00000e+00
6.61017e-01,8.64407e-01,-1.00000e+00
6.61017e-01,8.98305e-01,-1.00000e+00
6.61017e-01,9.32203e-01,-1.00000e+00
6.61017e-01,9.66102e-01,-1.00000e+00
6.61017e-01,1.00000e+00,-1.00000e+00
6.94915e-01,-1.00000e+00,-1.00000e+00
6.94915e-01,-9.66102e-01,-1.00000e+00
6.94915e-01,-9.32203e-01,-1.00000e+00
6.94915e-01,-8.98305e-01,-1.00000e+00
6.94915e-01,-8.64407e-01,-1.00000e+00
6.94915e-01,-8.30508e-01,-1.00000e+00
6.94915e-01,-7.96610e-01,-1.00000e+00
6.94915e-01,-7.62712e-01,-1.00000e+00
6.94915e-01,-7.28814e-01,-1.00000e+00
6.94915e-01,-6.94915e-01,-1.00000e+00
6.94915e-01,-6.61017e-01,-1.00000e+00
6.94915e-01,-6.27119e-01,-1.00000e+00
6.94915e-01,-5.93220e-01,-1.00000e+00
6.94915e-01,-5.59322e-01,-1.00000e+00
6.94915e-01,-5.25424e-01,-1.00000e+00
6.94915e-01,-4.91525e-01,-1.00000e+00
6.94915e-01,-4.57627e-01,-1.00000e+00
6.94915e-01,-4.23729e-01,-1.00000e+00
6.94915e-01,-3.89831e-01,-1.00000e+00
6.94915e-01,-3.55932e-01,-1.00000e+00
6.94915e-01,-3.22034e-01,-1.00000e+00
6.94915e-01,-2.88136e-01,-1.00000e+00
6.94915e-01,-2.54237e-01,-1.00000e+00
6.94915e-01,-2.20339e-01,-1.00000e+00
6.94915e-01,-1.86441e-01,-1.00000e+00
6.94915e-01,-1.52542e-01,-1.00000e+00
6.94915e-01,-1.18644e-01,-1.00000e+00
6.94915e-01,-8.47458e-02,-1.00000e+00
6.94915e-01,-5.08475e-02,-1.00000e+00
6.94915e-01,-1.69492e-02,-1.00000e+00
6.94915e-01,1.69492e-02,-1.00000e+00
6.94915e-01,5.08475e-02,-1.00000e+00
6.94915e-01,8.47458e-02,-1.00000e+00
6.94915e-01,1.18644e-01,-1.00000e+00
6.94915e-01,1.52542e-01,-1.00000e+00
6.94915e-01,1.86441e-01,-1.00000e+00
6.94915e-01,2.20339e-01,-1.00000e+00
6.94915e-01,2.54237e-01,-1.00000e+00
6.94915e-01,2.88136e-01,-1.00000e+00
6.94915e-01,3.22034e-01,-1.00000e+00
6.94915e-01,3.55932e-01,-1.00000e+00
6.94915e-01,3.89831e-01,-1.00000e+00
6.94915e-01,4.23729e-01,-1.00000e+00
6.94915e-01,4.57627e-01,-1.00000e+00
6.94915e-01,4.91525e-01,-1.00000e+00
6.94915e-01,5.25424e-01,-1.00000e+00
6.94915e-01,5.59322e-01,-1.00000e+00
6.94915e-01,5.93220e-01,-1.00000e+00
6.94915e-01,6.27119e-01,-1.00000e+00
6.94915e-01,6.61017e-01,-1.00000e+00
6.94915e-01,6.94915e-01,-1.00000e+00
6.94915e-01,7.28814e-01,-1.00000e+00
6.94915e-01,7.62712e-01,-1.00000e+00
6.94915e-01,7.96610e-01,-1.00000e+00
6.94915e-01,8.30508e-01,-1.00000e+00
6.94915e-01,8.64407e-01,-1.00000e+00
6.94915e-01,8.98305e-01,-1.00000e+00
6.94915e-01,9.32203e-01,-1.00000e+00
6.94915e-01,9.66102e-01,-1.00000e+00
6.94915e-01,1.00000e+00,-1.00000e+00
7.28814e-01,-1.00000e+00,-1.00000e+00
7.28814e-01,-9.66102e-01,-1.00000e+00
7.28814e-01,-9.32203e-01,-1.00000e+00
7.28814e-01,-8.98305e-01,-1.00000e+00
7.28814e-01,-8.64407e-01,-1.00000e+00
7.28814e-01,-8.30508e-01,-1.00000e+00
7.28814e-01,-7.96610e-01,-1.00000e+00
7.28814e-01,-7.62712e-01,-1.00000e+00
7.28814e-01,-7.28814e-01,-1.00000e+00
7.28814e-01,-6.94915e-01,-1.00000e+00
7.28814e-01,-6.61017e-01,-1.00000e+00
7.28814e-01,-6.27119e-01,-1.00000e+00
7.28814e-01,-5.93220e-01,-1.00000e+00
7.28814e-01,-5.59322e-01,-1.00000e+00
7.28814e-01,-5.25424e-01,-1.00000e+00
7.28814e-01,-4.91525e-01,-1.00000e+00
7.28814e-01,-4.57627e-01,-1.00000e+00
7.28814e-01,-4.23729e-01,-1.00000e+00
7.28814e-01,-3.89831e-01,-1.00000e+00
7.28814e-01,-3.55932e-01,-1.00000e+00
7.28814e-01,-3.22034e-01,-1.00000e+00
7.28814e-01,-2.88136e-01,-1.00000e+00
7.28814e-01,-2.54237e-01,-1.00000e+00
7.28814e-01,-2.20339e-01,-1.00000e+00
7.28814e-01,-1.86441e-01,-1.00000e+00
7.28814e-01,-1.52542e-01,-1.00000e+00
7.28814e-01,-1.18644e-01,-1.00000e+00
7.28814e-01,-8.47458e-02,-1.00000e+00
7.28814e-01,-5.08475e-02,-1.00000e+00
7.28814e-01,-1.69492e-02,-1.00000e+00
7.28814e-01,1.69492e-02,-1.00000e+00
7.28814e-01,5.08475e-02,-1.00000e+00
7.28814e-01,8.47458e-02,-1.00000e+00
7.28814e-01,1.18644e-01,-1.00000e+00
7.28814e-01,1.52542e-01,-1.00000e+00
7.28814e-01,1.86441e-01,-1.00000e+00
7.28814e-01,2.20339e-01,-1.00000e+00
7.28814e-01,2.54237e-01,-1.00000e+00
7.28814e-01,2.88136e-01,-1.00000e+00
7.28814e-01,3.22034e-01,-1.00000e+00
7.28814e-01,3.55932e-01,-1.00000e+00
7.28814e-01,3.89831e-01,-1.00000e+00
7.28814e-01,4.23729e-01,-1.00000e+00
7.28814e-01,4.57627e-01,-1.00000e+00
7.28814e-01,4.91525e-01,-1.00000e+00
7.28814e-01,5.25424e-01,-1.00000e+00
7.28814e-01,5.59322e-01,-1.00000e+00
7.28814e-01,5.93220e-01,-1.00000e+00
7.28814e-01,6.27119e-01,-1.00000e+00
7.28814e-01,6.61017e-01,-1.00000e+00
7.28814e-01,6.94915e-01,-1.00000e+00
7.28814e-01,7.28814e-01,-1.00000e+00
7.28814e-01,7.62712e-01,-1.00000e+00
7.28814e-01,7.96610e-01,-1.00000e+00
7.28814e-01,8.30508e-01,-1.00000e+00
7.28814e-01,8.64407e-01,-1.00000e+00
7.28814e-01,8.98305e-01,-1.00000e+00
7.28814e-01,9.32203e-01,-1.00000e+00
7.28814e-01,9.66102e-01,-1.00000e+00
7.28814e-01,1.00000e+00,-1.00000e+00
7.62712e-01,-1.00000e+00,-1.00000e+00
7.62712e-01,-9.66102e-01,-1.00000e+00
7.62712e-01,-9.32203e-01,-1.00000e+00
7.62712e-01,-8.98305e-01,-1.00000e+00
7.62712e-01,-8.64407e-01,-1.00000e+00
7.62712e-01,-8.30508e-01,-1.00000e+00
7.62712e-01,-7.96610e-01,-1.00000e+00
7.62712e-01,-7.62712e-01,-1.00000e+00
7.62712e-01,-7.28814e-01,-1.00000e+00
7.62712e-01,-6.94915e-01,-1.00000e+00
7.62712e-01,-6.61017e-01,-1.00000e+00
7.62712e-01,-6.27119e-01,-1.00000e+00
7.62712e-01,-5.93220e-01,-1.00000e+00
7.62712e-01,-5.59322e-01,-1.00000e+00
7.62712e-01,-5.25424e-01,-1.00000e+00
7.62712e-01,-4.91525e-01,-1.00000e+00
7.62712e-01,-4.57627e-01,-1.00000e+00
7.62712e-01,-4.23729e-01,-1.00000e+00
7.62712e-01,-3.89831e-01,-1.00000e+00
7.62712e-01,-3.55932e-01,-1.00000e+00
7.62712e-01,-3.22034e-01,-1.00000e+00
7.62712e-01,-2.88136e-01,-1.00000e+00
7.62712e-01,-2.54237e-01,-1.00000e+00
7.62712e-01,-2.20339e-01,-1.00000e+00
7.62712e-01,-1.86441e-01,-1.00000e+00
7.62712e-01,-1.52542e-01,-1.00000e+00
7.62712e-01,-1.18644e-01,-1.00000e+00
7.62712e-01,-8.47458e-02,-1.00000e+00
7.62712e-01,-5.08475e-02,-1.00000e+00
7.62712e-01,-1.69492e-02,-1.00000e+00
7.62712e-01,1.69492e-02,-1.00000e+00
7.62712e-01,5.08475e-02,-1.00000e+00
7.62712e-01,8.47458e-02,-1.00000e+00
7.62712e-01,1.18644e-01,-1.00000e+00
7.62712e-01,1.52542e-01,-1.00000e+00
7.62712e-01,1.86441e-01,-1.00000e+00
7.62712e-01,2.20339e-01,-1.00000e+00
7.62712e-01,2.54237e-01,-1.00000e+00
7.62712e-01,2.88136e-01,-1.00000e+00
7.62712e-01,3.22034e-01,-1.00000e+00
7.62712e-01,3.55932e-01,-1.00000e+00
7.62712e-01,3.89831e-01,-1.00000e+00
7.62712e-01,4.23729e-01,-1.00000e+00
7.62712e-01,4.57627e-01,-1.00000e+00
7.62712e-01,4.91525e-01,-1.00000e+00
7.62712e-01,5.25424e-01,-1.00000e+00
7.62712e-01,5.59322e-01,-1.00000e+00
7.62712e-01,5.93220e-01,-1.00000e+00
7.62712e-01,6.27119e-01,-1.00000e+00
7.62712e-01,6.61017e-01,-1.00000e+00
7.62712e-01,6.94915e-01,-1.00000e+00
7.62712e-01,7.28814e-01,-1.00000e+00
7.62712e-01,7.62712e-01,-1.00000e+00
7.62712e-01,7.96610e-01,-1.00000e+00
7.62712e-01,8.30508e-01,-1.00000e+00
7.62712e-01,8.64407e-01,-1.00000e+00
7.62712e-01,8.98305e-01,-1.00000e+00
7.62712e-01,9.32203e-01,-1.00000e+00
7.62712e-01,9.66102e-01,-1.00000e+00
7.62712e-01,1.00000e+00,-1.00000e+00
7.96610e-01,-1.00000e+00,-1.00000e+00
7.96610e-01,-9.66102e-01,-1.00000e+00
7.96610e-01,-9.32203e-01,-1.00000e+00
7.96610e-01,-8.98305e-01,-1.00000e+00
7.96610e-01,-8.64407e-01,-1.00000e+00
7.96610e-01,-8.30508e-01,-1.00000e+00
7.96610e-01,-7.96610e-01,-1.00000e+00
7.96610e-01,-7.62712e-01,-1.00000e+00
7.96610e-01,-7.28814e-01,-1.00000e+00
7.96610e-01,-6.94915e-01,-1.00000e+00
7.96610e-01,-6.61017e-01,-1.00000e+00
7.96610e-01,-6.27119e-01,-1.00000e+00
7.96610e-01,-5.93220e-01,-1.00000e+00
7.96610e-01,-5.59322e-01,-1.00000e+00
7.96610e-01,-5.25424e-01,-1.00000e+00
7.96610e-01,-4.91525e-01,-1.00000e+00
7.96610e-01,-4.57627e-01,-1.00000e+00
7.96610e-01,-4.23729e-01,-1.00000e+00
7.96610e-01,-3.89831e-01,-1.00000e+00
7.96610e-01,-3.55932e-01,-1.00000e+00
7.96610e-01,-3.22034e-01,-1.00000e+00
7.96610e-01,-2.88136e-01,-1.00000e+00
7.96610e-01,-2.54237e-01,-1.00000e+00
7.96610e-01,-2.20339e-01,-1.00000e+00
7.96610e-01,-1.86441e-01,-1.00000e+00
7.96610e-01,-1.52542e-01,-1.00000e+00
7.96610e-01,-1.18644e-01,-1.00000e+00
7.96610e-01,-8.47458e-02,-1.00000e+00
7.96610e-01,-5.08475e-02,-1.00000e+00
7.96610e-01,-1.69492e-02,-1.00000e+00
7.96610e-01,1.69492e-02,-1.00000e+00
7.96610e-01,5.08475e-02,-1.00000e+00
7.96610e-01,8.47458e-02,-1.00000e+00
7.96610e-01,1.18644e-01,-1.00000e+00
7.96610e-01,1.52542e-01,-1.00000e+00
7.96610e-01,1.86441e-01,-1.00000e+00
7.96610e-01,2.20339e-01,-1.00000e+00
7.96610e-01,2.54237e-01,-1.00000e+00
7.96610e-01,2.88136e-01,-1.00000e+00
7.96610e-01,3.22034e-01,-1.00000e+00
7.96610e-01,3.55932e-01,-1.00000e+00
